,id1,source_1,id2,source_2
841,1780,"Basiliximab (DCI), bevacizumab (DCI), daclizumab (DCI), etanercept (DCI), gemtuzumab ozogamicin (DCI), oprelvekin (DCI), rituximab (DCI), trastuzumab (DCI)",45208,basil
842,1782,"Other anti serums, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes",2574,processes
843,1783,"Medications containing ephedrine or its salts, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale",6672,ephedrine
844,1786,"Phosphide, chemically defined or not, aluminum",15173,aluminum
845,1787,"Phosphide, chemically defined or not, magnesium",30711,magnesium
846,1794,"Other halogenated derivatives of hydrocarbons cyclanes, cyclenes or cycle terpheniques",19374,halogenated hydrocarbons
847,1795,Pentachlorobenzene (ISO),44586,benzene
848,1796,Hexabromobiphenyl,45403,biphenyl
849,1799,Perfluorooctane sulphonate of lithium,29218,lithium
850,4894,Trichloronitromethane (chloropicrin),33757,methane
851,1807,"4-chloro-alpha,alpha,alpha-trifluoro-3,5-dinitrotoluene",307,trot
852,1813,P-toluenesulfonyl chloride (tosyl chloride),42659,toluene
853,1815,"Other derivatives sulphonated, nitrated or nitrosated of hydrocarbons, whether or not halogenated",21688,hydrocarbons
854,1816,Endrin (ISO),14780,endrin
855,1818,Chlordecone (ISO),14725,chlordecone
856,1848,"Projectors, capable of being directly connected to an automatic data processing machine of Heading 8471 and designed for use with this machine",6585,design
857,1850,Other tractors with an engine power not exceeding 18 kW,8846,power
858,1853,"Tractors specially designed to drag logs (log skidders), with an engine power exceeding 75 kW, but not exceeding 130 kW",8419,skidders
859,1855,"Tractors specially designed to drag logs (log skidders), with engines of more than 130 Kw",35618,engines
860,1857,"Vehicles for the transport of ten or more persons, including the driver, equipped for propulsion simultaneously with a compression-ignition internal combustion piston engine (diesel or semi-diesel) and an electric motor",5495,combustion
861,1858,"Vehicles for the transport of ten or more persons, including the driver, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition and an electric motor",35913,person
862,1860,"Other motor vehicles for the transport of ten or more persons, including the driver, only with electric motor for propulsion",41747,sport
863,1861,"Other motor vehicles for the transport of ten or more persons, including the driver",42778,transport
864,1862,"Other vehicles, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition (spark) and an electric motor, except those likely to be charged by connecting to an external power source",43551,vehicles
865,1864,"Other vehicles, equipped for propulsion simultaneously with a reciprocating piston engine spark ignition and an electric motor, capable of being loaded by connection to an external source of electricity",8463,electricity
866,1867,"Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, printed",22337,war
867,1869,"Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, not exceeding 0.5%",5346,coating
868,1870,"Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, exceeding 0.5% but not more than 10%",10131,absorption
869,1871,"Tiles and plates (slabs), for paving or coating, other than those of subheadings 6907.30 and 6907.40, with a coefficient of water absorption, by weight, greater than 10%",41590,sorption
870,1874,Portable sprayers for agriculture or horticulture,21180,horticulture
871,1875,Other sprayers for agriculture or horticulture,41758,sprayers
872,1876,Sprinklers and sprinkler irrigation systems for agriculture or horticulture,16913,systems
873,1877,"Monitors with cathode ray tube, capable of being connected directly to an automatic data processing machine of Heading 8471 and designed for use with this machine, monochromatic",39209,processing
874,1879,"Other monitors, capable of being connected directly to an automatic data processing machine of Heading 8471 and designed for use with this machine, monochromatic",37232,ochroma
875,1895,"Marlin (istiophorus spp, tetrapturus spp, makaira spp)",30812,makaira
876,1897,"Atlantic wreckfish(polyprion americanus),fresh or chil.",39001,polyprion
877,1898,"Groupers (acanthistius spp.), fresh or chilled",18414,groupers
878,1899,"Sturgeon (acipenser baeri), fresh or chilled",22121,acipenser baeri
879,1900,"Sand smelt (atherina spp.), fresh or chilled",40393,sand
880,1902,"Tilapias (tilapia,sarotherodon,danakilia), its hybrids",9765,sarotherodon
881,1903,"Surubins (pseudoplatystoma spp.), fresh or chilled",45189,bins
882,1906,"Tainhas (mugil spp.), fresh or chilled",35843,mugil
883,1908,"Pescadas (cynocion spp.), fresh or chilled",21145,scad
884,1910,"Jau (brachyplatystoma flavicans), fresh or chilled",1787,cans
885,1912,"Vieiras (Scallops), including the North American one, and other mollusks of the genres Pecten, Chlamys or Placopecten, frozen",35008,mollusks
886,1913,"Mussels (Mytilus spp., Perna spp.), frozen",36729,mytilus
887,1915,"Squids (lulas), frozen",41777,squids
888,1918,"Amêijoas, berbigões and arcas (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), frozen",10907,families
889,1919,"Estrombos (Strombus spp.), live, fresh or chilled",8120,strombus
890,1920,"Abalones (Haliotis spp.), frozen",36278,abalones
891,1925,"Stichopus japonicus, Holothuroidea, frozen",12242,holothuroidea
892,1926,"Urchins from the sea (Strongylocentrotus spp., Paracentrotus lividus, Lox Echinus albums, Echinus esculentus), frozen",7824,echinus
893,4191,"Theobromine and its derivatives, salts thereof",1008,bromine
894,1928,"Pilocarpine, the nitrate and its chloridrate",2323,pilocarpine
895,1929,Pilocarpine salts,22372,ilo
896,1933,"Other newsprint paper, in rolls or sheets, of weight less than or equal to 57 g/m2, wherein 65% or more, by weight, of the total fiber content consists of wood fibers obtained by mechanical process",11930,fibers
897,1934,"Other yarn, single, with a twist exceeding 50 turns per meter, polypropylene",7472,polypropylene
898,1937,"Cables of artificial filament, made of viscose rayon",2814,rayon
899,1939,"Synthetic staple fibers, carded, combed or otherwise processed for spinning, polypropylene",41716,spinning
900,1940,"Felt tiles, the top surface area greater than 0.3 square meter, but not more than 1 square meter",16618,area
901,1942,"Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of synthetic fibers, unbleached or bleached",47353,fabrics
902,1944,"Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of yarns of different colors",5486,color
903,1947,"Sodium lime, hydrofuge calcium carbonate",1444,calcium carbonate
904,1948,"Preparations based on silica in colloidal suspension, boron nitride of cubic crystalline structure, compacted with tungsten carbide substrate",516,boron
905,1949,"Preparations based on tungsten carbide (wolfram) with nickel as a binder, hydrogen bromide solution",36977,nickel
906,1950,"Preparations based on nickel or cadmium hydroxide, cadmium oxide or ferric ferrous oxide, suitable for the manufacture of alkaline",1353,cadmium
907,1951,"Preparations used in the preparation of culture media, ion exchangers for water treatment, preparations based on artificial zeolites",4167,zeolites
908,1952,Absorbing compounds based on metals to improve the vacuum on tubes or electric valves,12122,metals
909,1953,Foliar fertilizers containing zinc or manganese,31324,manganese
910,1954,"Preparations of aluminum oxide and zirconium oxide, with a content of zirconium oxide equal or greater than 20%, by weight",4418,zirconium
911,1957,"Halquinol, tetrachlorohydroglycine of aluminum and zirconium",9895,lycine
912,6904,Sodium methylate in methanol,797,ethanol
913,1960,"Fresh/chilled grey mullet, exc.fish filets, oth.fish meat",21411,mull
914,1962,"Fresh/chilled weakfish, exc.fish filets oth.fish meat,",43922,weakfish
915,1964,Tambaqui (colossoma macropomum),9462,colossoma
916,1968,"Pacific salmon, frozen, except fillets, etc",37570,pacific salmon
917,2552,"Saithes(polachius virens),lings e zarbos(brosme brosme)",40328,saithe
918,1981,"Other frozen rock lobster, except whole",40106,rock
919,1982,"Frozen shrimps ""krill""",26150,krill
920,1989,"Krill (euphasia superba), frozen",40159,asia
921,1992,"Fillets of catfish (ictalarus puntactus), frozen",40309,alar
922,1999,Goods containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO),14818,hexachlor
923,2003,Salinomycin mycelial,4639,salinomycin
924,2004,"Intermediate products for the manufacture of antibiotics or vitamins or other products of Heading 2936, with a cyanocobalamin content not exceeding 55%, by weight",35249,antibiotics
925,2005,"Intermediate products for the manufacture of antibiotics or of vitamins or other products of Heading 29.36, of the manufacture of primicine ammonium",43776,vitamins
926,2012,"Other medicaments (excluding goods of Heading 30.02, 30.05 or 30.06) containing alkaloids or derivatives thereof, put up for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale",7104,medicaments
927,2013,"Other drugs that contain active anti malaria principles, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale",7103,drugs
928,2025,"Other joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes, of bamboo",8439,carpentry
929,2026,"Other joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",8440,joinery
930,2028,"Chopsticks (hashi or fachi), of bamboo",4109,chops
931,2032,Other wood products,4644,wood products
932,2046,"Other aminoalcohols, except those containing more than one kind of oxygen function, their ethers and esters, salts thereof",20388,ethers
933,2053,Aldicarb,14657,aldicarb
934,3200,Trichlorfon,14975,trichlorfon
935,3201,Glufosinate ammonium,18822,glufosinate
936,2092,"Other sulfonamides whose structure contains only heterocycle(s) heteroatomo (s), of nitrogen",10968,nitrogen cycle
937,3014,Furosemide,1004,furosemide
938,3018,Sulfamethoxazole,3348,sulfamethoxazole
939,2098,Other sulfonamides whose structure contains other(s) heterocycle(s),18262,amides
940,2099,Chloramine-B and chloramine-T,18165,ramin
941,2106,Other sulfonamides,42109,sulfonamides
942,3650,Cocaine and its salts,8708,cocaine
943,2109,Esters and other derivatives of cocaine and ecgonine,45882,coca
944,2110,"Levometthamphetamine, salts, esters and other derivatives",22637,amphetamine
945,2114,"Other escopolamines and their derivatives, salts thereof",19960,scopolamine
946,2116,"Sprinklers and irrigation systems for agriculture or horticulture, except by sprinkling",8815,sprinklers
947,2118,"Sowers, for tillage",42602,tillage
948,2119,"Planters and transplanters, tillage",9054,transplanters
949,2122,Manure spreaders,9066,manure spreaders
950,2126,"Other machine tools working by removing any material, by laser",9271,tools
951,2133,"Meat of whales, etc, salted, dried, etc.",43982,whales
952,2138,Aruana (osteoglossum bicirrhosum),24166,osteoglossum bicirrhosum
953,2167,"Frozen croakers, exc.fish filets, oth.meats, livers, etc",5882,croakers
954,2170,Frozen sailfishes,40322,sailfish
955,2174,"Anchoita (engraulis anchoita), fresh or frozen",23718,engraulis anchoita
956,2176,"Cod of atlantic, pacific, greenland, fresh or chilled",18263,greenland
957,2177,"Other fish of families bregmacerotidae, gadidae, etc.",25999,cero
958,2188,Frozen filets of patagonian toothfish,13863,gonia
959,2194,"Filet/tilapia (oreochromis niloticus), frozen",19283,oreochromis niloticus
960,2216,"Other frozen fishes,  except liver,  eggs,  semen",40745,semen
961,2217,"Maneb, mancozeb, benzalkonium chloride",14842,maneb
962,2218,Aqueous dispersion of polyurethane or microcapsules of melamine-formaldehyde containing a dye precursor in organic solvents,11565,polyurethane
963,2221,"Copolymers of ethylene and alpha-olefin, density of less than 0.94",15544,polymers
964,2222,"Polyethylene terephthalate, the viscosity index of 78 ml/g or more",3656,viscosity
965,2224,"Poly (phenyl methylene isocyanate) (MDI crude, MDIC polymeric)",23550,soc
966,2228,"New pneumatic tires, rubber, radial, for dumpers designed for off-highway use, with a section of a width equal or greater than 940 mm (37""), for rims of a diameter equal or greater than 1,448 mm (57"")",4421,diameter
967,2229,"New pneumatic tires, of rubber, of a kind used in vehicles and machines for construction, mining and industrial maintenance, with a section with a width equal or superior than 1,143 mm (45""), for rim with a diameter eual or superior than 1,143 mm (45"")",19661,construction
968,2230,"Other new pneumatic tires, of rubber, of a kind used in vehicles and machines for construction, mining and industrial maintenance",30789,maintenance
969,2231,"Other new pneumatic tires, of rubber, with a section with a width equal or superior than 1,143 mm (45""), for rim with a diameter eual or superior than 1,143 mm (45"")",44004,width
970,2232,"Other new pneumatic tires, of rubber",43287,tires
971,2233,"Firewood in any form, coniferous",14796,firewood
972,2248,"Fillets of blue shark (prionace glauca), frozen",39190,prionace
973,2253,"Withing necklaces, fresh, chilled, frozen",36806,neck
974,2259,"Foliage, branches of plants, dried, for bouquets, etc",7176,branches
975,2260,Fresh foliage/branches/other part of plants forbouq.etc,11120,ranches
976,2261,Dried foliage/branches/other part of plants for bouq.etc,21226,foliage
977,2268,Leeks and other alliaceous vegetables for sowing,1520,leeks
978,2275,Milk/cream fat content by weight<=1% n/concent.n/sug.,34244,milk fat
979,2282,"Milk with content, by weight, of fat 6<fat<= 10%",28904,fat content
980,2306,Ostriches (struthio camelus) for breeding,37492,ostriches
981,2299,"Primate mammals, alive",31237,mamma
982,2300,"Whales, dolphins and other live mammals",44522,ales
983,2301,Live reptiles (incl.snakes and turtles),41283,snakes
984,2302,Live birds of prey,39145,prey
985,2303,"Live psittaciformes (incl.parrots, macaws, etc)",37773,parrots
986,2306,Ostriches (struthio camelus) for breeding,45569,camelus
987,2308,Fresh/chilled forequarters of bovine with bone in,39669,quarters
988,2313,"Extractos y jugos, de tabaco",45044,gos
989,2316,Table salt,9979,table salt
990,2318,Unroasted iron pyrites,4160,pyrites
991,2321,"Natural graphite, in powder or in flakes",31500,graphite
992,2323,Silica sands and quartz sands,3161,silica
993,2325,Quartz,21333,quartz
994,2329,Kaolin,4522,kaolinite
995,2330,"Other kaolinic clays, whether or not calcined",3927,clay
996,2331,Other medicines containing active ingredients antimalarials (antimalarial),9937,ingredients
997,2332,"Superphosphate, containing by weight 35% or more of P2O5",42132,superphosphate
998,2334,"Photo masks on flat glass, positive, suitable for recording on silicon wafers (chips) for the manufacture of electronic microstructures",16275,glass
999,2336,"DDT (ISO) (clofenotano (DCI)), packed in packages with a net weight content not exceeding 300 g",17822,ddt
1000,2338,"Other cameras, fixed focus",48128,cameras
1001,2339,"Other photographic cameras, adjustable focus, for obtaining negatives of 45 mm x 60 mm or higher dimensions",6722,dimensions
1002,2341,Bamboo seats,40656,seats
1003,12425,Bamboo furniture,14971,furniture
1004,2345,"Greenhouses, wooden",1281,houses
1005,2346,"Other prefabricated buildings, made of wood",1172,buildings
1006,2347,"Greenhouses, except wooden",18249,greenhouses
1007,2348,Prefabricated buildings with iron or steel structure and exterior walls consisting mainly of these materials,43813,walls
1008,2350,"Monopods, beeps, tripods and similar articles",2374,pods
1009,2353,"Other parts of hakes from antarctica, frozen",14547,arctica
1010,2354,"Corvina (micropogonias furnieri), frozen",28380,micropogonias furnieri
1011,2355,"Pescadas (cynoscion spp.), frozen",6278,cynoscion
1012,2356,"Marlin (istiophorus, tetrapturus, makaira), frozen",42442,tetrapturus
1013,2357,"Snapper (lutjanus purpureus), frozen",28129,lutjanus purpureus
1014,2358,"Frog fish (lophius gastrophysus), frozen",29727,lophius
1015,2362,"Sturgeon (acipenser), frozen",45545,acipenser
1016,2363,"Sand smelt (atherina spp.), frozen",40583,atherina
1017,2365,"Curimatas (prochilodus spp.), frozen",3781,chilo
1018,2390,Flours/meals/pellets of fish for human consumption,47270,fish consumption
1019,2396,Frozen grey mullet,35897,grey mullet
1020,2398,Frozen silversides,41162,silver
1021,2427,"Heads of hakes from antarctica, frozen",32931,antarctica
1022,2440,Wastes of hair,43841,wastes
1023,2443,Feathers of a kind used for stuffing and down,11254,feathers
1024,2445,Ossein and bones treated with acid,433,bones
1025,2447,Ivory powders and wastes,4866,ivory
1026,2448,"Tortoise-shell, horns, nails, claws, etc",5134,claws
1027,2450,Natural sponges of animal origin,4347,origin
1028,2451,"Fresh pancreases of bovine, forprep.produc.pharmaceut.etc",37647,pancreas
1029,2453,"Roes of fish, fecundated for reproduction",39232,production
1030,2460,"Trees, shrubs and bushes, grafted, with edible fruit",9985,shrubs
1031,2464,Coffee cuttings and slips of shrubs or trees,42800,trees
1032,2469,"Safflower oil, in crude",8748,safflower oil
1033,2471,"Babassu oil, crude",38088,crude oil
1034,2472,"Other wild turnip oil, content tenor",28906,oil content
1035,2473,"Rape, colza or mustard oil, refined",20692,mustard oil
1036,2476,"Tung oil, crude",43238,tung oil
1037,2496,"Grain sorghum, for sowing",41562,grain sorghum
1038,2497,"Grain sorghum, except for sowing",41588,sorghum grain
1039,2502,"Millet (Pennisetum glaucum),  for sowing",37934,pennisetum
1040,2506,"Mile (digitaria spp.), for sowing",6712,digitaria
1041,2514,Bentonite,3929,bentonite
1042,2515,Decolourizing earths and fuller's earth,7615,earth
1043,2522,Chalk,3486,chalk soils
1044,2527,Natural barium sulphate (barytes),43568,barium
1045,2541,"Frozen rossia macrosoma/squid (ommastrephes, loligo, etc)",20305,som
1046,2542,Frozen sepia officinalis and sepiola,885,ficin
1047,2543,"Salt./dried/brin.sepia offic.rossia macr.sepioloa, squid",40161,rossia
1048,2544,"Cuttlefish and squid, in other ways",6222,cuttlefish
1049,2561,"Aniseed, crushed or powdered",44632,aniseed
1050,2564,Thyme and bay leaves,3463,thyme
1051,2565,Curry,1545,curry beans
1052,2580,"Apple juices, unfermented",44688,apple juice
1053,2581,Mosses and lichens for bouquets or ornamental,1127,mosses
1054,2585,"Other dried beans (adzuki), in grain",44408,adzuki beans
1055,2589,"Bambara bean (vigna subterranea), for sowing",3887,vigna subterranea
1056,2591,"Fradinho bean (vigna unguiculata), for sowing",43714,vigna unguiculata
1057,2601,Fresh/dried mangoes,1648,mangoes
1058,2602,Fresh/dried mangosteens,1649,mangosteen
1059,2603,Fresh or dried lemons and sweet oranges,42183,sweet oranges
1060,2606,Fresh nectarines,36827,nectarines
1061,2608,"Guando bean (cajanus cajan), for sowing",1393,cajanus cajan
1062,2609,"Guando bean (cajanus cajan), except for sowing",16938,cajanus
1063,2612,Lupulin,32712,medicago lupulina
1064,2616,"Mucilages products, thickeners, of guar seeds",15530,mucilages
1065,2622,Kapok for stuffing or padding,5055,kapok
1066,2627,Raw vegetable materials primarily for dyeing or tanning,42290,tanning
1067,2638,"Fats and oils and their fractions, of marine mammals",6785,mammals (marine)
1068,2641,Lanolin,11487,lanoline
1069,2643,"Seaweeds, fresh/chilled/dried/frozen/powder",43943,weeds
1070,2644,"Other algae, fresh, chilled, frozen or dried",8982,algae
1071,2645,"Stones and almonds of apricots, peaches and plums",41950,stones
1072,2646,Lac,7,cantharellaceae
1073,2649,"Juices and extracts,  of papaya (""carica papaya""), dried",2127,carica
1074,2657,"Other bee waxes, in crude",43917,waxes
1075,2658,"Veget.waxes, ot.insect waxes/spermac.refin/colour.or not",41652,sperm
1076,2660,"Extracts and juices of meat,  fish or crustaceans, etc.",12233,fish extracts
1077,3971,Phenobarbital and its salts,2233,phenobarbital
1078,3970,Pentobarbital and its salts,2124,pentobarbital
1079,2687,Oestradiol hemisuccinate,1949,estradiol
1080,2688,Oestradiol fenpropionate(oestradiol 17-(3-phenylpropion,39701,radio
1081,2699,"Acorns of oak and chestnut-from-indian, foranimal cons.",7160,acorns
1082,2704,Preparations with ractopamine hydrochloride =>2%,21717,pam
1083,3499,Thebaine and its salts,296,theba
1084,2749,"Cinchona alcaloids, their derivatives and salts",4638,cinchona
1085,2750,Quinine and its salts,2715,quinine
1086,2752,Caffeine,1385,caffeine
1087,2757,"Acerola juice (Malpighia spp.), with added sugar and other sweeteners or not",31018,malpighia
1088,2759,Purees of acai (Euterpe oleracea),18125,euterpe
1089,2760,Purees acerola (Malpighia spp.),31029,acerola
1090,2761,Mashed guava (Psidium guajava),25263,java
1091,2762,Mashed of mango (Mangifera indica),31366,mangifera
1092,2773,"Triisopropanolamine 2, 4-dichlorophenoxyacetate",37543,oxya
1093,3821,7-aminodesacetoxycephalosporanic acid,37047,nodes
1094,2998,Tetramisole,3443,tetramisole
1095,2999,Levamisole and its salts,3851,miso
1096,2789,Other aminoglycosides and its salts,16841,glycosides
1097,2790,Spiramycin embonate (spiramycin pamoate),10811,spiramycin
1098,2792,Nystatine and its salts,1929,nystatin
1099,2793,Amphotericin b and its salts,20542,ricin
1100,2795,Monensin sodium,4143,monensin
1101,2798,Other polyethers and its salts,19701,polyethers
1102,2799,Polymyxins and their salts,12533,polymyxin
1103,2800,Colistin sulphate,21984,colistin
1104,2801,Virginiamycins and their salts,3654,virginiamycin
1105,2802,Other polypeptides and its salts,10883,polypeptides
1106,2803,Griseofulvin and its salts,1144,griseofulvin
1107,2804,Tiamulin fumarate,17579,tiamulin
1108,2808,Other organic compounds,37389,organic compounds
1109,2813,Heparin and its salts,16048,heparin
1110,2885,Levodopa,6951,dopa
1111,2831,Other derivatives and salts of tyrosine,2920,rosin
1112,2837,Choline and its salts,4100,choline
1113,2840,"Carbosulfan(dibutylaminothio)methylcarbamate of 2, etc.",19416,carbosulfan
1114,2848,Iprodione,21034,iprodione
1115,2852,2-metil-5-nitroimidazol,38851,dazo
1116,2853,Metronidazole and its salts,1744,metronidazole
1117,2874,Other oestrogens and progestogens,37273,estrogens
1118,2875,Methylprednisolone and its derivatives,19499,prednisolone
1119,2876,Hydrocortisone sodium 21-succinate,491,cortisone
1120,2882,Oth.hormones corticossupra-renal and its derivatives,21104,hormones
1121,2883,Epinephrine,9144,epinephrine
1122,2887,Oth.and tyrosine oth.derivatives and its salts,43294,tyrosine
1123,2895,"Medicament c/oth.estrogens/progestogenos, exc.in doses",37273,estrogens
1124,2896,"Medicament containing levothyroxine sodium, exc.doses",42574,thyroxine
1125,2907,Acetone cyanohydrin,43826,acetone
1126,2910,Chlorothalonil,4056,chlorothalonil
1127,2923,Oth.organic derivat.of hydrazine or of hydroxylamine,17864,hydroxylamine
1128,2937,Terbacil,14948,terbacil
1129,2939,Propythiouracil,42537,thiouracil
1130,2948,"Prostaglandins, thromboxanes and leukotrienes",19433,leukotrienes
1131,2952,"Other hormones, prostaglandins, etc.",39301,prostaglandins
1132,3979,Insulin and its salts,23571,insulin
1133,3996,Medroxyprogesterone and its derivatives,1705,medroxyprogesterone
1134,2956,Pectic substances,37893,pectic substances
1135,2958,Endosperm flour,8792,endosperm
1136,2959,"Oth.mucilages prod.thickeners, derived from locust beans",8208,locus
1137,2971,Crotonamide and its other derivatives,5910,croton
1138,3332,Carisoprodol,41471,caris
1139,2977,Hexanitrocarbanilides,6974,trocar
1140,2978,"Carbanilides, its derivatives and salts",44625,anilides
1141,2980,Salts of difenoxin or dipipanona,30268,anona
1142,2999,Levamisole and its salts,20709,levamisole
1143,3013,Oth.sulphonamides with heter.with nitrogen hetero-atom,42110,sulphonamides
1144,3015,Phthalylsulfathiazole,20787,sulfathiazole
1145,3030,Other estrogens and progestogens,39265,progestogens
1146,3984,Oxytocin,4626,oxytocin
1147,3037,"Oth.hormones, derivat.and steroids used hormones",41911,steroids
1148,3038,Rutoside (rutin) and its derivatives,40281,rutin
1149,3040,Stevioside,11629,stevioside
1150,3041,"Oth.heterosides, its salts, ethers, esters and derivatives",16842,heterosides
1151,3042,Hydrochloride and morphine sulphate,1801,morphine
1152,3044,Heroine (diacetylmorphine) and its salts,4603,diacetyl
1153,3054,"Medicament cont.enzymes n/cont.vitamins, e, exc.in doses",9087,enzymes
1154,3058,"Medicament c/o-acetylsalicylic acid/etc, exc.in doses",44362,acetylsalicylic acid
1155,3062,"Medicament cont.etretinate/miltefosine, etc, exc.in doses",2880,retina
1156,3066,"Medicament c/clenbuterol/its hydrochloride, exc.in doses",19424,clenbuterol
1157,3072,Thioglycolic acid and its salts,5451,colic
1158,3074,"N, n-dialkyl-2-aminoethanothiols, their protonat.salts",42536,thiols
1159,3077,Thiourea,42539,thiourea
1160,3078,Thiophanate-methyl,14961,thiophanate
1161,3085,Methomyl,14856,methomyl
1162,3086,Carbocysteine,6313,cysteine
1163,3101,Theophylline,4441,theophylline
1164,3113,"Medicament c/oxfendazole/albendazole, etc.exc.in doses",20749,oxfendazole
1165,3118,"Medicament c/cyclosporin, fluspirilene, etc.exc.in doses",20735,cyclosporin
1166,3125,O-ethyl s-phenyl ethylphosphonothiolothionate (fonofos),14811,fonofos
1167,3777,Dithiocarbonates (xanthates),2043,carbonates
1168,3130,Organo-mercury compounds,33385,mercury
1169,3131,Timerosal,42613,time
1170,3132,Other organo-mercury compounds,46826,mercury compounds
1171,3134,Other organo-silicon compounds,41151,silicon
1172,3135,"Ethephon, (4, 4?-bis[(dimethoxyphosphonyl)methyl]diphenyl",4130,ethephon
1173,3139,Glufosinate-ammonium,18823,glufosinate ammonium
1174,3675,Other organo-inorganic compounds,23332,inorganic compounds
1175,3206,Tetraoctilestanho,10162,tetrao
1176,3494,Benomyl,14681,benomyl
1177,3496,Albendazole and albendazole sulphoxide,21992,albendazole
1178,3497,Mebendazole,1702,mebendazole
1179,4099,Triadimenol,14968,triadimenol
1180,4100,Triadimefon,14967,triadimefon
1181,3237,Calcium bromolactobionate,34886,mola
1182,3241,Maltitol,31076,maltitol
1183,3244,Ampicillin and its salts,44576,ampicillin
1184,3250,Penicillin g procaine,2515,procaine
1185,3252,"Oth.penicillins, deriv.w/penicillanic acid struct.salts",37928,penicillins
1186,3253,Streptomycins sulphates,42000,streptomycin
1187,3256,Oxytetracycline,2029,oxytetracycline
1188,3259,"Tetracyclines, other derivatives and salts",42427,tetracyclines
1189,3273,Aminonaphtholsulphonic acids and their salts,18725,amino acids
1190,3290,"Parts of pericardia, of bovine animals or of swine",6990,cardia
1191,3294,Antiophidic serums and other sorums anti-poisonous,2930,rums
1192,3299,Antiserum polyvalent,22403,antiserum
1193,3300,"Oth.antiserum specific of animals/humans, immunized",31520,humans
1194,7937,Serum albumin,3123,serum albumin
1195,3306,Monoclonal antibodies in buffer solution containing bovine albumin,36475,bodies
1196,3309,Plasmin (fibrinolysin),16257,plasmin
1197,3313,Betaine and its salts,9892,betaine
1198,3319,Other quaternary ammonium salts and hydroxides,19742,quaternary
1199,3859,Acrylamide,11251,acrylamide
1200,3342,Imidazole,15540,imidazoles
1201,3343,Histidine and its salts,20804,histidine
1202,3348,Pyridine,3349,sulfapyridine
1203,4321,Thymidine,42564,thymidine
1204,4322,Furazolidone,1002,furazolidone
1205,4324,Oxadiazon,14886,oxadiazon
1206,3387,"Vaccines anticatarrh and antipyogen, in doses",43468,vaccines
1207,3389,"Veterinary vaccines, against rabies",39687,rabies
1208,3390,"Veterinary vaccines, agaisnt coccidiosis",5357,coccidiosis
1209,3391,"Veterinary vaccines, against keratoconjunctivitis",460,conjunctivitis
