,id_1,source_1,id_2,source_2
853,439,"Felt tiles, the top surface area greater than 0.3 square meter, but not more than 1 square meter",16703,area
854,441,"Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of synthetic fibers, unbleached or bleached",47508,fabrics
855,443,"Other warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004, of yarns of different colors",5544,color
856,446,"Sodium lime, hydrofuge calcium carbonate",1451,calcium carbonate
857,447,"Preparations based on silica in colloidal suspension, boron nitride of cubic crystalline structure, compacted with tungsten carbide substrate",518,boron
858,448,"Preparations based on tungsten carbide (wolfram) with nickel as a binder, hydrogen bromide solution",37076,nickel
859,449,"Preparations based on nickel or cadmium hydroxide, cadmium oxide or ferric ferrous oxide, suitable for the manufacture of alkaline",1360,cadmium
860,450,"Preparations used in the preparation of culture media, ion exchangers for water treatment, preparations based on artificial zeolites",4219,zeolites
861,451,Absorbing compounds based on metals to improve the vacuum on tubes or electric valves,12207,metals
862,452,Foliar fertilizers containing zinc or manganese,31419,manganese
863,453,"Preparations of aluminum oxide and zirconium oxide, with a content of zirconium oxide equal or greater than 20%, by weight",4472,zirconium
864,456,"Halquinol, tetrachlorohydroglycine of aluminum and zirconium",9978,lycine
865,6585,Sodium methylate in methanol,799,ethanol
866,459,"Fresh/chilled grey mullet, exc.fish filets, oth.fish meat",21501,mull
867,461,"Fresh/chilled weakfish, exc.fish filets oth.fish meat,",44051,weakfish
868,463,Tambaqui (colossoma macropomum),9545,colossoma
869,467,"Pacific salmon, frozen, except fillets, etc",37674,pacific salmon
870,1546,"Saithes(polachius virens),lings e zarbos(brosme brosme)",40442,saithe
871,499,"Other frozen rock lobster, except whole",40219,rock
872,502,"Frozen shrimps ""krill""",26245,krill
873,512,"Krill (euphasia superba), frozen",40272,asia
874,521,"Fillets of catfish (ictalarus puntactus), frozen",40423,alar
875,537,Goods containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO),14903,hexachlor
876,541,Salinomycin mycelial,4693,salinomycin
877,542,"Intermediate products for the manufacture of antibiotics or vitamins or other products of Heading 2936, with a cyanocobalamin content not exceeding 55%, by weight",35348,antibiotics
878,543,"Intermediate products for the manufacture of antibiotics or of vitamins or other products of Heading 29.36, of the manufacture of primicine ammonium",43905,vitamins
879,550,"Other medicaments (excluding goods of Heading 30.02, 30.05 or 30.06) containing alkaloids or derivatives thereof, put up for therapeutic or prophylactic uses, not put up in measured doses or in forms or packings for retail sale",7165,medicaments
880,551,"Other drugs that contain active anti malaria principles, for therapeutic or prophylactic uses, not in measured doses or put up for retail sale",7164,drugs
881,563,"Other joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes, of bamboo",8505,carpentry
882,564,"Other joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes",8506,joinery
883,566,"Chopsticks (hashi or fachi), of bamboo",4161,chops
884,570,Other wood products,4698,wood products
885,587,"Other aminoalcohols, except those containing more than one kind of oxygen function, their ethers and esters, salts thereof",20477,ethers
886,594,Aldicarb,14742,aldicarb
887,2622,Trichlorfon,15060,trichlorfon
888,2623,Glufosinate ammonium,18911,glufosinate
889,2420,Furosemide,1007,furosemide
890,2424,Sulfamethoxazole,3387,sulfamethoxazole
891,639,Other sulfonamides whose structure contains other(s) heterocycle(s),18351,amides
892,640,Chloramine-B and chloramine-T,18254,ramin
893,647,Other sulfonamides,42234,sulfonamides
894,3084,Cocaine and its salts,8775,cocaine
895,650,Esters and other derivatives of cocaine and ecgonine,46037,coca
896,651,"Levometthamphetamine, salts, esters and other derivatives",22727,amphetamine
897,655,"Other escopolamines and their derivatives, salts thereof",20049,scopolamine
898,657,"Sprinklers and irrigation systems for agriculture or horticulture, except by sprinkling",8897,sprinklers
899,659,"Sowers, for tillage",42727,tillage
900,660,"Planters and transplanters, tillage",9137,transplanters
901,663,Manure spreaders,9149,manure spreaders
902,667,"Other machine tools working by removing any material, by laser",9354,tools
903,676,"Meat of whales, etc, salted, dried, etc.",44111,whales
904,682,Aruana (osteoglossum bicirrhosum),24260,osteoglossum bicirrhosum
905,724,"Frozen croakers, exc.fish filets, oth.meats, livers, etc",5942,croakers
906,727,Frozen sailfishes,40436,sailfish
907,731,"Anchoita (engraulis anchoita), fresh or frozen",23812,engraulis anchoita
908,739,"Cod of atlantic, pacific, greenland, fresh or chilled",18352,greenland
909,745,"Other fish of families bregmacerotidae, gadidae, etc.",26094,cero
910,764,Frozen filets of patagonian toothfish,13948,gonia
911,771,"Filet/tilapia (oreochromis niloticus), frozen",19372,oreochromis niloticus
912,805,"Other frozen fishes,  except liver,  eggs,  semen",40862,semen
913,806,"Maneb, mancozeb, benzalkonium chloride",14927,maneb
914,807,Aqueous dispersion of polyurethane or microcapsules of melamine-formaldehyde containing a dye precursor in organic solvents,11650,polyurethane
915,810,"Copolymers of ethylene and alpha-olefin, density of less than 0.94",15629,polymers
916,811,"Polyethylene terephthalate, the viscosity index of 78 ml/g or more",3700,viscosity
917,813,"Poly (phenyl methylene isocyanate) (MDI crude, MDIC polymeric)",23644,soc
918,817,"New pneumatic tires, rubber, radial, for dumpers designed for off-highway use, with a section of a width equal or greater than 940 mm (37""), for rims of a diameter equal or greater than 1,448 mm (57"")",4475,diameter
919,818,"New pneumatic tires, of rubber, of a kind used in vehicles and machines for construction, mining and industrial maintenance, with a section with a width equal or superior than 1,143 mm (45""), for rim with a diameter eual or superior than 1,143 mm (45"")",19750,construction
920,819,"Other new pneumatic tires, of rubber, of a kind used in vehicles and machines for construction, mining and industrial maintenance",30884,maintenance
921,820,"Other new pneumatic tires, of rubber, with a section with a width equal or superior than 1,143 mm (45""), for rim with a diameter eual or superior than 1,143 mm (45"")",44133,width
922,821,"Other new pneumatic tires, of rubber",43414,tires
923,822,"Firewood in any form, coniferous",14881,firewood
924,873,"Fillets of blue shark (prionace glauca), frozen",39300,prionace
925,879,"Withing necklaces, fresh, chilled, frozen",36905,neck
926,886,"Foliage, branches of plants, dried, for bouquets, etc",7237,branches
927,887,Fresh foliage/branches/other part of plants forbouq.etc,11204,ranches
928,888,Dried foliage/branches/other part of plants for bouq.etc,21316,foliage
929,898,Leeks and other alliaceous vegetables for sowing,1528,leeks
930,927,Milk/cream fat content by weight<=1% n/concent.n/sug.,34342,milk fat
931,934,"Milk with content, by weight, of fat 6<fat<= 10%",28999,fat content
932,980,Ostriches (struthio camelus) for breeding,37595,ostriches
933,969,"Primate mammals, alive",31332,mamma
934,970,"Whales, dolphins and other live mammals",44657,ales
935,974,Live reptiles (incl.snakes and turtles),41404,snakes
936,975,Live birds of prey,39255,prey
937,976,"Live psittaciformes (incl.parrots, macaws, etc)",37877,parrots
938,980,Ostriches (struthio camelus) for breeding,45712,camelus
939,986,Fresh/chilled forequarters of bovine with bone in,39779,quarters
940,1004,"Extractos y jugos, de tabaco",45182,gos
941,1008,Table salt,10062,table salt
942,1010,Unroasted iron pyrites,4212,pyrites
943,1013,"Natural graphite, in powder or in flakes",31595,graphite
944,1015,Silica sands and quartz sands,3195,silica
945,1017,Quartz,21423,quartz
946,1021,Kaolin,4576,kaolinite
947,1022,"Other kaolinic clays, whether or not calcined",3979,clay
948,1023,Other medicines containing active ingredients antimalarials (antimalarial),10020,ingredients
949,1024,"Superphosphate, containing by weight 35% or more of P2O5",42257,superphosphate
950,1026,"Photo masks on flat glass, positive, suitable for recording on silicon wafers (chips) for the manufacture of electronic microstructures",16360,glass
951,1028,"DDT (ISO) (clofenotano (DCI)), packed in packages with a net weight content not exceeding 300 g",17910,ddt
952,1030,"Other cameras, fixed focus",48286,cameras
953,1031,"Other photographic cameras, adjustable focus, for obtaining negatives of 45 mm x 60 mm or higher dimensions",6782,dimensions
954,1033,Bamboo seats,40773,seats
955,12252,Bamboo furniture,15056,furniture
956,1037,"Greenhouses, wooden",1287,houses
957,1038,"Other prefabricated buildings, made of wood",1177,buildings
958,1039,"Greenhouses, except wooden",18338,greenhouses
959,1040,Prefabricated buildings with iron or steel structure and exterior walls consisting mainly of these materials,43942,walls
960,1042,"Monopods, beeps, tripods and similar articles",2400,pods
961,1051,"Other parts of hakes from antarctica, frozen",14632,arctica
962,1053,"Corvina (micropogonias furnieri), frozen",28475,micropogonias furnieri
963,1054,"Pescadas (cynoscion spp.), frozen",6338,cynoscion
964,1055,"Marlin (istiophorus, tetrapturus, makaira), frozen",42567,tetrapturus
965,1056,"Snapper (lutjanus purpureus), frozen",28224,lutjanus purpureus
966,1057,"Frog fish (lophius gastrophysus), frozen",29822,lophius
967,1061,"Sturgeon (acipenser), frozen",45687,acipenser
968,1062,"Sand smelt (atherina spp.), frozen",40700,atherina
969,1064,"Curimatas (prochilodus spp.), frozen",3829,chilo
970,1091,Flours/meals/pellets of fish for human consumption,47425,fish consumption
971,1098,Frozen grey mullet,35996,grey mullet
972,1100,Frozen silversides,41281,silver
973,1130,"Heads of hakes from antarctica, frozen",33029,antarctica
974,1211,Wastes of hair,43970,wastes
975,1218,Feathers of a kind used for stuffing and down,11338,feathers
976,1220,Ossein and bones treated with acid,435,bones
977,1222,Ivory powders and wastes,4920,ivory
978,1223,"Tortoise-shell, horns, nails, claws, etc",5190,claws
979,1225,Natural sponges of animal origin,4400,origin
980,1226,"Fresh pancreases of bovine, forprep.produc.pharmaceut.etc",37751,pancreas
981,1229,"Roes of fish, fecundated for reproduction",39342,production
982,1240,"Trees, shrubs and bushes, grafted, with edible fruit",10068,shrubs
983,1248,Coffee cuttings and slips of shrubs or trees,42927,trees
984,1301,"Safflower oil, in crude",8824,safflower oil
985,1312,"Babassu oil, crude",38193,crude oil
986,1318,"Other wild turnip oil, content tenor",29001,oil content
987,1319,"Rape, colza or mustard oil, refined",20781,mustard oil
988,1331,"Tung oil, crude",43365,tung oil
989,1382,"Grain sorghum, for sowing",41684,grain sorghum
990,1383,"Grain sorghum, except for sowing",41710,sorghum grain
991,1391,"Millet (Pennisetum glaucum),  for sowing",38039,pennisetum
992,1398,"Mile (digitaria spp.), for sowing",6772,digitaria
993,1423,Bentonite,3981,bentonite
994,1424,Decolourizing earths and fuller's earth,7681,earth
995,1431,Chalk,3530,chalk soils
996,1436,Natural barium sulphate (barytes),43696,barium
997,1523,"Frozen rossia macrosoma/squid (ommastrephes, loligo, etc)",20394,som
998,1524,Frozen sepia officinalis and sepiola,887,ficin
999,1525,"Salt./dried/brin.sepia offic.rossia macr.sepioloa, squid",40274,rossia
1000,1526,"Cuttlefish and squid, in other ways",6282,cuttlefish
1001,1574,"Aniseed, crushed or powdered",44767,aniseed
1002,1582,Thyme and bay leaves,3507,thyme
1003,1583,Curry,1554,curry beans
1004,1647,"Apple juices, unfermented",44823,apple juice
1005,1656,Mosses and lichens for bouquets or ornamental,1132,mosses
1006,1661,"Other dried beans (adzuki), in grain",44542,adzuki beans
1007,1668,"Bambara bean (vigna subterranea), for sowing",3939,vigna subterranea
1008,1670,"Fradinho bean (vigna unguiculata), for sowing",43843,vigna unguiculata
1009,1684,Fresh/dried mangoes,1659,mangoes
1010,1685,Fresh/dried mangosteens,1660,mangosteen
1011,1688,Fresh or dried lemons and sweet oranges,42308,sweet oranges
1012,1707,Fresh nectarines,36926,nectarines
1013,1727,"Guando bean (cajanus cajan), for sowing",1400,cajanus cajan
1014,1728,"Guando bean (cajanus cajan), except for sowing",17024,cajanus
1015,1739,Lupulin,32810,medicago lupulina
1016,1747,"Mucilages products, thickeners, of guar seeds",15615,mucilages
1017,1754,Kapok for stuffing or padding,5109,kapok
1018,1759,Raw vegetable materials primarily for dyeing or tanning,42415,tanning
1019,1783,"Fats and oils and their fractions, of marine mammals",6845,mammals (marine)
1020,1787,Lanolin,11572,lanoline
1021,1790,"Seaweeds, fresh/chilled/dried/frozen/powder",44072,weeds
1022,1792,"Other algae, fresh, chilled, frozen or dried",9065,algae
1023,1793,"Stones and almonds of apricots, peaches and plums",42072,stones
1024,1815,"Juices and extracts,  of papaya (""carica papaya""), dried",2142,carica
1025,1834,"Other bee waxes, in crude",44046,waxes
1026,1835,"Veget.waxes, ot.insect waxes/spermac.refin/colour.or not",41774,sperm
1027,1852,"Extracts and juices of meat,  fish or crustaceans, etc.",12318,fish extracts
1028,3428,Phenobarbital and its salts,2248,phenobarbital
1029,3427,Pentobarbital and its salts,2139,pentobarbital
1030,1891,Oestradiol hemisuccinate,1960,estradiol
1031,1892,Oestradiol fenpropionate(oestradiol 17-(3-phenylpropion,39811,radio
1032,1928,"Acorns of oak and chestnut-from-indian, foranimal cons.",7221,acorns
1033,1935,Preparations with ractopamine hydrochloride =>2%,21807,pam
1034,2933,Thebaine and its salts,298,theba
1035,2051,"Cinchona alcaloids, their derivatives and salts",4692,cinchona
1036,2052,Quinine and its salts,2744,quinine
1037,2054,Caffeine,1392,caffeine
1038,2061,"Acerola juice (Malpighia spp.), with added sugar and other sweeteners or not",31113,malpighia
1039,2085,Purees of acai (Euterpe oleracea),18214,euterpe
1040,2086,Purees acerola (Malpighia spp.),31124,acerola
1041,2088,Mashed guava (Psidium guajava),25357,java
1042,2089,Mashed of mango (Mangifera indica),31461,mangifera
1043,2125,"Triisopropanolamine 2, 4-dichlorophenoxyacetate",37647,oxya
1044,3278,7-aminodesacetoxycephalosporanic acid,37146,nodes
1045,2404,Tetramisole,3487,tetramisole
1046,2405,Levamisole and its salts,3903,miso
1047,2143,Other aminoglycosides and its salts,16927,glycosides
1048,2144,Spiramycin embonate (spiramycin pamoate),10895,spiramycin
1049,2146,Nystatine and its salts,1940,nystatin
1050,2147,Amphotericin b and its salts,20631,ricin
1051,2149,Monensin sodium,4195,monensin
1052,2152,Other polyethers and its salts,19790,polyethers
1053,2153,Polymyxins and their salts,12618,polymyxin
1054,2154,Colistin sulphate,22074,colistin
1055,2155,Virginiamycins and their salts,3698,virginiamycin
1056,2156,Other polypeptides and its salts,10967,polypeptides
1057,2157,Griseofulvin and its salts,1149,griseofulvin
1058,2158,Tiamulin fumarate,17667,tiamulin
1059,2162,Other organic compounds,37490,organic compounds
1060,2167,Heparin and its salts,16133,heparin
1061,2244,Levodopa,7012,dopa
1062,2185,Other derivatives and salts of tyrosine,2951,rosin
1063,2191,Choline and its salts,4152,choline
1064,2196,"Carbosulfan(dibutylaminothio)methylcarbamate of 2, etc.",19505,carbosulfan
1065,2207,Iprodione,21123,iprodione
1066,2211,2-metil-5-nitroimidazol,38959,dazo
1067,2212,Metronidazole and its salts,1755,metronidazole
1068,2233,Other oestrogens and progestogens,37373,estrogens
1069,2234,Methylprednisolone and its derivatives,19588,prednisolone
1070,2235,Hydrocortisone sodium 21-succinate,493,cortisone
1071,2241,Oth.hormones corticossupra-renal and its derivatives,21193,hormones
1072,2242,Epinephrine,9227,epinephrine
1073,2246,Oth.and tyrosine oth.derivatives and its salts,43421,tyrosine
1074,2254,"Medicament c/oth.estrogens/progestogenos, exc.in doses",37373,estrogens
1075,2255,"Medicament containing levothyroxine sodium, exc.doses",42699,thyroxine
1076,2266,Acetone cyanohydrin,43955,acetone
1077,2269,Chlorothalonil,4108,chlorothalonil
1078,2282,Oth.organic derivat.of hydrazine or of hydroxylamine,17952,hydroxylamine
1079,2297,Terbacil,15033,terbacil
1080,2301,Propythiouracil,42662,thiouracil
1081,2321,"Prostaglandins, thromboxanes and leukotrienes",19522,leukotrienes
1082,2325,"Other hormones, prostaglandins, etc.",39411,prostaglandins
1083,3436,Insulin and its salts,23665,insulin
1084,3453,Medroxyprogesterone and its derivatives,1716,medroxyprogesterone
1085,2335,Pectic substances,37998,pectic substances
1086,2338,Endosperm flour,8874,endosperm
1087,2339,"Oth.mucilages prod.thickeners, derived from locust beans",8274,locus
1088,2367,Crotonamide and its other derivatives,5970,croton
1089,2757,Carisoprodol,41592,caris
1090,2373,Hexanitrocarbanilides,7035,trocar
1091,2374,"Carbanilides, its derivatives and salts",44760,anilides
1092,2377,Salts of difenoxin or dipipanona,30363,anona
1093,2405,Levamisole and its salts,20798,levamisole
1094,2419,Oth.sulphonamides with heter.with nitrogen hetero-atom,42235,sulphonamides
1095,2421,Phthalylsulfathiazole,20876,sulfathiazole
1096,2452,Other estrogens and progestogens,39375,progestogens
1097,3441,Oxytocin,4680,oxytocin
1098,2459,"Oth.hormones, derivat.and steroids used hormones",42033,steroids
1099,2460,Rutoside (rutin) and its derivatives,40395,rutin
1100,2462,Stevioside,11714,stevioside
1101,2463,"Oth.heterosides, its salts, ethers, esters and derivatives",16928,heterosides
1102,2464,Hydrochloride and morphine sulphate,1812,morphine
1103,2466,Heroine (diacetylmorphine) and its salts,4657,diacetyl
1104,2476,"Medicament cont.enzymes n/cont.vitamins, e, exc.in doses",9170,enzymes
1105,2480,"Medicament c/o-acetylsalicylic acid/etc, exc.in doses",44496,acetylsalicylic acid
1106,2484,"Medicament cont.etretinate/miltefosine, etc, exc.in doses",2911,retina
1107,2488,"Medicament c/clenbuterol/its hydrochloride, exc.in doses",19513,clenbuterol
1108,2494,Thioglycolic acid and its salts,5509,colic
1109,2496,"N, n-dialkyl-2-aminoethanothiols, their protonat.salts",42661,thiols
1110,2499,Thiourea,42664,thiourea
1111,2500,Thiophanate-methyl,15046,thiophanate
1112,2507,Methomyl,14941,methomyl
1113,2508,Carbocysteine,6373,cysteine
1114,2523,Theophylline,4495,theophylline
1115,2535,"Medicament c/oxfendazole/albendazole, etc.exc.in doses",20838,oxfendazole
1116,2540,"Medicament c/cyclosporin, fluspirilene, etc.exc.in doses",20824,cyclosporin
1117,2547,O-ethyl s-phenyl ethylphosphonothiolothionate (fonofos),14896,fonofos
1118,3218,Dithiocarbonates (xanthates),2055,carbonates
1119,2552,Organo-mercury compounds,33483,mercury
1120,2554,Other organo-mercury compounds,46981,mercury compounds
1121,2556,Other organo-silicon compounds,41270,silicon
1122,2557,"Ethephon, (4, 4?-bis[(dimethoxyphosphonyl)methyl]diphenyl",4182,ethephon
1123,2561,Glufosinate-ammonium,18912,glufosinate ammonium
1124,3109,Other organo-inorganic compounds,23426,inorganic compounds
1125,2628,Tetraoctilestanho,10245,tetrao
1126,2928,Benomyl,14766,benomyl
1127,2930,Albendazole and albendazole sulphoxide,22082,albendazole
1128,2931,Mebendazole,1713,mebendazole
1129,3562,Triadimenol,15053,triadimenol
1130,3563,Triadimefon,15052,triadimefon
1131,2661,Calcium bromolactobionate,34985,mola
1132,2665,Maltitol,31171,maltitol
1133,2668,Ampicillin and its salts,44711,ampicillin
1134,2674,Penicillin g procaine,2543,procaine
1135,2676,"Oth.penicillins, deriv.w/penicillanic acid struct.salts",38033,penicillins
1136,2677,Streptomycins sulphates,42123,streptomycin
1137,2680,Oxytetracycline,2041,oxytetracycline
1138,2683,"Tetracyclines, other derivatives and salts",42552,tetracyclines
1139,2714,"Parts of pericardia, of bovine animals or of swine",7051,cardia
1140,2718,Antiophidic serums and other sorums anti-poisonous,2961,rums
1141,2723,Antiserum polyvalent,22493,antiserum
1142,2724,"Oth.antiserum specific of animals/humans, immunized",31615,humans
1143,7682,Serum albumin,3155,serum albumin
1144,2730,Monoclonal antibodies in buffer solution containing bovine albumin,36574,bodies
1145,2733,Plasmin (fibrinolysin),16342,plasmin
1146,2738,Betaine and its salts,9975,betaine
1147,2744,Other quaternary ammonium salts and hydroxides,19831,quaternary
1148,3316,Acrylamide,11335,acrylamide
1149,2767,Imidazole,15625,imidazoles
1150,2768,Histidine and its salts,20893,histidine
1151,2773,Pyridine,3388,sulfapyridine
1152,3787,Thymidine,42689,thymidine
1153,3788,Furazolidone,1005,furazolidone
1154,3790,Oxadiazon,14971,oxadiazon
1155,2812,"Vaccines anticatarrh and antipyogen, in doses",43596,vaccines
1156,2814,"Veterinary vaccines, against rabies",39797,rabies
1157,2815,"Veterinary vaccines, agaisnt coccidiosis",5413,coccidiosis
1158,2816,"Veterinary vaccines, against keratoconjunctivitis",462,conjunctivitis
1159,2818,"Veterinary vaccines, against leptospirosis",28126,leptospirosis
1160,2819,"Veterinary vaccines, against foot-and-mouth",35773,mouth
1161,2820,"Veterinary vaccines, against diseases newcastle, gum.etc",36077,diseases
1162,2824,Anti-toxins of microbial origin,42823,toxins
1163,2825,Tuberculins,43157,tuber
1164,2826,"Other toxic, cultures of microorganisms, for animal medic",34118,microorganisms
1165,2829,Ricin,2467,pricing
1166,2834,2-acetamidobenz.acid(n-acetylanthranilic acid)and salts,4454,tylan
1167,2839,Lidocaine and its hydrochloride,21824,lidocaine
1168,2843,Carbaryl,14793,carbaryl
1169,2844,Propoxur,15009,propoxur
1170,2849,"Atenolol, metolachlor",14945,metolachlor
1171,2858,Propanil,15007,propanil
1172,2887,"Provitamins, unmixed",2634,provitamins
1173,2888,Vitamin a1 alcohol (retinol),40057,retinol
1174,2891,"Oth.derivatives of vitamin a1 alcohol, unmixed",43900,vitamin d
1175,2893,"Vitamin b1 hydrochloride(thiamine), unmixed",42649,thiamin
1176,2896,"Vitamin b2 (riboflavine), unmixed",40137,riboflavin
1177,2902,"Pyridoxine hydrochloride, unmixed",39734,pyridoxine
1178,3071,Molinate (s-ethyl hexahydroazepin-1-carbothioate),14950,molinate
1179,2919,"Clemastine and its derivatives, salts thereof",13189,lema
1180,3077,Alizapride,29512,liza
1181,2926,Pyrovalerone and its salts,37606,ova
1182,2957,Thebacon and its salts,42477,bacon
1183,2933,Thebaine and its salts,1813,thebaine
1184,12780,Other,572,dams (mothers)
1185,2966,"Medicament c/amitraz or cypermethrin, exc.in doses",14748,amitraz
1186,2974,"Medicament cont.nitrovin or moxidectin, exc.in doses",20544,nitrovin
1187,2978,Disulfoton,14859,disulfoton
1188,2979,Ethion,14868,diethion
1189,2980,Dimethoate,14850,dimethoate
1190,2981,"Vamidothion(phosphorodithioate of o, o-dimethyl s-(etc.)",15069,vamidothion
1191,3000,Captan,14791,captan
1192,3003,Nicotine and salts,37091,nicotine
1193,3006,Theobromine and its derivatives and salts thereof,4494,theobromine
1194,3017,"Medicament c/topotecan, uracil, etc.exc.doses",43507,uracil
1195,3019,"Medicament containing pollen extract, exc.in doses",39067,pollen
1196,3032,Cyhexatin,14830,cyhexatin
1197,3035,"Dimethyltin salt, etc.carboxylic/thioglycolic acids",10917,carboxylic acids
1198,3048,Alkyl group(c1 to c3)phosphonyl difluorides,12925,fluorides
1199,3090,Aminoantraquinones and its salts,39793,quinones
1200,3091,Ketamine chloridrate,1447,ketamine
1201,3097,Other organo-arsenic compounds,39564,arsenic compounds
1202,3111,2-furaldehyde (furfuraldehyde),7313,furfural
1203,3121,Promethazine,2610,promethazine
1204,3133,"Chloramphenicol, its palmitate, succinate or hemisuccin.",45949,chloramphenicol
1205,3138,Erythromycin and its salts,794,erythromycin
1206,3140,Rifamycin s,2929,rifamycin
1207,3144,Lincomycin hydrochloride,20799,lincomycin
1208,3145,Clindamycin phosphate,20828,clindamycin
1209,3151,Cefotaxime sodium,20821,cefotaxime
1210,3155,Neomycin sulphate,1881,neomycin
1211,3156,Gentamycin embonate (gentamycin pamoate),1052,gentamycin
1212,3164,"Oth.amino-aldehydes, amino-ketones, amino-quinones, salts",25930,ketones
1213,3169,Aminoanthraquinones and their salts,34253,anthraquinones
1214,3175,Glutamic acid,16499,glutamic acid
1215,3181,Ethylenediamine tetraacetic acid (edta) and its salts,705,edta
1216,3203,"Medicament c/nicotinamide acid, etc.exc.in doses",37089,nicotinamide
1217,3204,"Medicament c/hydroxycobalamine, etc.exc.in doses",43891,cobalamin
1218,3210,"Medicament containing streptokinases, exc.in doses",1456,kinases
1219,3211,"Medicament containing l-asparaginase, exc.in doses",12213,ragi
1220,3212,"Medicament containing deoxyribonuclease, exc.in doses",12449,deoxyribonuclease
1221,3219,Eptc (thiocarbamate),14866,eptc
1222,3220,Cartap,14805,cartap
1223,3229,Monosulphides of tetramethylthiuram,15050,thiuram
1224,3230,Sulfiram,44673,disulfiram
1225,3231,Other monosulphides of thiuram,42233,sulphides
1226,3236,"Dl-methionine, contain.>0.1%b/weight of sulphur ash",14869,ethion
1227,3237,Other methionine,21465,ethionine
1228,3247,Hexazinon,14910,hexazinone
1229,3437,Acth (corticotrophin),44534,acth
1230,3289,"Vaccines against hepatitis b, except in doses",1241,hepatitis
1231,3291,"Vaccines against meningitis, except in doses",1730,meningitis
1232,3308,Phosphamidon,14996,phosphamidon
1233,3309,Monocrotophos,14952,monocrotophos
1234,3316,Acrylamide,11640,polyacrylamide
1235,3322,Dimeglumine gadopentate,21288,meglumine
1236,3323,"Other compounds rare-earth metal, of yttrium, etc",47338,yttrium
1237,3324,Hydrogen peroxide,21829,hydrogen peroxide
1238,3325,Aluminium phosphide,48855,aluminium phosphide
1239,3326,Magnesium phosphide,48755,magnesium phosphide
1240,3328,"Other phosphides, whether or not chemically defined",47671,phosphides
1241,3346,Oxyfluorfen,14980,oxyfluorfen
1242,3349,Monomethyl ethers of ethylene glycol/diethylene glycol,21101,ethylene glycol
1243,3354,Endosulfan,16490,endosulfan sulfate
1244,3362,Sulphide of monoalkyldiethylene glycols(di or tri),1101,glycols
1245,3365,Other esters silicates of inorganic acids,11697,silicates
1246,3371,"Medicament cont.polypeptides /oth.derivat., exc.in doses",38066,peptides
1247,3372,"Medicament containing mitomycins, exc.in doses",21074,mitomycin
1248,3376,Medicament with amphotericin b in liposome,44709,amphotericin
1249,3380,Other l-arginine and its salts,39050,arginine
1250,3500,Guanidine,10845,nitrosoguanidine
1251,3398,Cyfluthrin,6313,cyfluthrin
1252,3400,Deltamethrin,18573,deltamethrin
1253,3401,Fenvalerate,14890,fenvalerate
1254,3402,"Cyhalothrin (""cyhalothrin"")",19760,cyhalothrin
1255,3408,"Oth.heterocyclic comp.with 1 quinoleine ring, etc",37414,olein
1256,3438,Hgc (chorionic gonadotrophin),45961,chorion
1257,3439,Pmsg (serum gonadotrophin),1807,msg
1258,3434,"Oth.horm.of the wolf before of the hypophysis, etc deriv",38590,hypophysis
1259,3439,Pmsg (serum gonadotrophin),4387,pmsg
1260,3443,Cortisone,21325,hydrocortisone
1261,3445,Prednisone (dehydrocortisone),2463,prednisone
1262,3447,Dexamethasone and its acetates,9991,dexamethasone
1263,3453,Medroxyprogesterone and its derivatives,39376,progesterone
1264,3459,"Medicament c/pmsg (serum gonadotrophin), exc.in doses",5194,pms
1265,3460,"Medicament c/somatostatin/its salts, exc.in doses",10156,somatostatin
1266,3462,"Vitamin b12 (cyanocobalamin), unmixed",43892,cyanocobalamin
1267,3487,Diflubenzuron,7292,diflubenzuron
1268,3488,Metalaxyl,14934,metalaxyl
1269,3489,Triflumuron,21255,triflumuron
1270,3493,Saccharin and its salts,2989,saccharin
1271,3500,Guanidine,15634,guanidines
1272,3509,Chlordimeform,14811,chlordimeform
1273,3537,"Vitamin c (l- or dl-ascorbic acid), unmixed",40189,ascorbic acid
1274,3546,"Vitamin d3 (colecalciferol), unmixed",46452,calciferol
1275,3548,"Vitamin h (biotin), unmixed",45526,biotin
1276,3551,"Nicotinic acid, unmixed",1910,nicotinic acid
1277,3558,Fenbendazole,44747,fenbendazole
1278,3583,Formic acid,13996,formic acid
1279,3588,Acetic acid,10655,acetic acid bacteria
1280,3594,Cobalt acetates,5406,cobalt
1281,3594,Cobalt acetates,42965,acetates
1282,3601,Dinoseb acetate,14854,dinoseb
1283,3604,Other glycerin acetate,16534,glycerin
1284,3607,"Pumice stone, emery/other natural garnett",21422,pumice
1285,3608,"Pumice stone, crude, in irregular pieces, includ.crushed",33970,mice
1286,3610,"Emery, natural corundum, natural garnet/ot.nat.abrasives",47575,abrasives
1287,3615,"Granite ecaussine and other calcareous monumental, etc.",16122,granite
1288,3624,Red lead and orange lead,27572,lead
1289,3626,Hydrazine and their inorganic salts,37488,organic salts
1290,3630,Divanadium pentoxide,43629,vanadium
1291,3631,Other vanadium oxides and hydroxides,21915,hydroxides
